"date","death","pm10tmean","pm10","season"
1988-09-19,214,NA,1.462962963,"Summer"
1988-09-20,204,NA,NA,"Summer"
1988-09-21,207,NA,NA,"Summer"
1988-09-22,193,NA,NA,"Summer"
1988-09-23,218,NA,NA,"Summer"
1988-09-24,200,-8.465740741,NA,"Summer"
1988-09-25,171,NA,-8.465740741,"Summer"
1988-09-26,205,NA,NA,"Summer"
1988-09-27,185,NA,NA,"Summer"
1988-09-28,180,NA,NA,"Summer"
1988-09-29,217,NA,NA,"Summer"
1988-09-30,186,6.1847143754,NA,"Summer"
1988-10-01,194,NA,6.1847143754,"Fall"
1988-10-02,209,NA,NA,"Fall"
1988-10-03,207,NA,NA,"Fall"
1988-10-04,198,NA,NA,"Fall"
1988-10-05,224,NA,NA,"Fall"
1988-10-06,182,-14.33834346,NA,"Fall"
1988-10-07,194,NA,-14.33834346,"Fall"
1988-10-08,198,NA,NA,"Fall"
1988-10-09,196,NA,NA,"Fall"
1988-10-10,221,NA,NA,"Fall"
1988-10-11,227,NA,NA,"Fall"
1988-10-12,218,-16.88135593,NA,"Fall"
1988-10-13,214,NA,-16.88135593,"Fall"
1988-10-14,206,NA,NA,"Fall"
1988-10-15,221,NA,NA,"Fall"
1988-10-16,236,NA,NA,"Fall"
1988-10-17,209,NA,NA,"Fall"
1988-10-18,214,-1.732651103,NA,"Fall"
1988-10-19,185,NA,-1.732651103,"Fall"
1988-10-20,221,NA,NA,"Fall"
1988-10-21,173,NA,NA,"Fall"
1988-10-22,223,NA,NA,"Fall"
1988-10-23,216,NA,NA,"Fall"
1988-10-24,216,-4.745762712,NA,"Fall"
1988-10-25,197,NA,-4.745762712,"Fall"
1988-10-26,217,NA,NA,"Fall"
1988-10-27,194,NA,NA,"Fall"
1988-10-28,192,NA,NA,"Fall"
1988-10-29,199,NA,NA,"Fall"
1988-10-30,218,-17.60312297,NA,"Fall"
1988-10-31,226,NA,-17.60312297,"Fall"
1988-11-01,230,NA,NA,"Fall"
1988-11-02,218,NA,NA,"Fall"
1988-11-03,188,NA,NA,"Fall"
1988-11-04,258,NA,NA,"Fall"
1988-11-05,224,-7.562382445,NA,"Fall"
1988-11-06,194,NA,-7.562382445,"Fall"
1988-11-07,198,NA,NA,"Fall"
1988-11-08,221,NA,NA,"Fall"
1988-11-09,194,NA,NA,"Fall"
1988-11-10,198,NA,NA,"Fall"
1988-11-11,220,-13.06959248,NA,"Fall"
1988-11-12,216,NA,-13.06959248,"Fall"
1988-11-13,227,NA,NA,"Fall"
1988-11-14,230,NA,NA,"Fall"
1988-11-15,184,NA,NA,"Fall"
1988-11-16,196,NA,NA,"Fall"
1988-11-17,220,-9.542372881,NA,"Fall"
1988-11-18,190,NA,-9.542372881,"Fall"
1988-11-19,194,NA,NA,"Fall"
1988-11-20,213,NA,NA,"Fall"
1988-11-21,228,NA,NA,"Fall"
1988-11-22,196,NA,NA,"Fall"
1988-11-23,205,8.5949902407,NA,"Fall"
1988-11-24,176,NA,8.5949902407,"Fall"
1988-11-25,216,NA,NA,"Fall"
1988-11-26,204,NA,NA,"Fall"
1988-11-27,219,NA,NA,"Fall"
1988-11-28,227,NA,NA,"Fall"
1988-11-29,213,-5.647214854,NA,"Fall"
1988-11-30,202,NA,-5.647214854,"Fall"
1988-12-01,201,NA,NA,"Fall"
1988-12-02,206,NA,NA,"Fall"
1988-12-03,200,NA,NA,"Fall"
1988-12-04,200,NA,NA,"Fall"
1988-12-05,207,-4.399535809,NA,"Fall"
1988-12-06,226,NA,-4.399535809,"Fall"
1988-12-07,219,NA,NA,"Fall"
1988-12-08,231,NA,NA,"Fall"
1988-12-09,196,NA,NA,"Fall"
1988-12-10,199,NA,NA,"Fall"
1988-12-11,208,-16.44274561,NA,"Fall"
1988-12-12,236,NA,-16.44274561,"Fall"
1988-12-13,240,NA,NA,"Fall"
1988-12-14,225,NA,NA,"Fall"
1988-12-15,205,NA,NA,"Fall"
1988-12-16,209,NA,NA,"Fall"
1988-12-17,230,-8.353116711,NA,"Fall"
1988-12-18,253,NA,-8.353116711,"Fall"
1988-12-19,209,NA,NA,"Fall"
1988-12-20,226,NA,NA,"Fall"
1988-12-21,208,NA,NA,"Fall"
1988-12-22,214,NA,NA,"Fall"
1988-12-23,240,-2.149608866,NA,"Fall"
1988-12-24,239,NA,-2.149608866,"Fall"
1988-12-25,263,NA,NA,"Fall"
1988-12-26,239,NA,NA,"Fall"
1988-12-27,226,NA,NA,"Fall"
1988-12-28,252,NA,NA,"Fall"
1988-12-29,213,-6.930546519,NA,"Fall"
1988-12-30,224,NA,-6.930546519,"Fall"
1988-12-31,207,NA,NA,"Fall"
1989-01-01,229,NA,NA,"Winter"
1989-01-02,222,NA,NA,"Winter"
1989-01-03,227,NA,NA,"Winter"
1989-01-04,236,-12.27118644,NA,"Winter"
1989-01-05,244,NA,-12.27118644,"Winter"
1989-01-06,240,NA,NA,"Winter"
1989-01-07,230,NA,NA,"Winter"
1989-01-08,223,NA,NA,"Winter"
1989-01-09,252,NA,NA,"Winter"
1989-01-10,244,1.3086544963,NA,"Winter"
1989-01-11,220,NA,1.3086544963,"Winter"
1989-01-12,226,NA,NA,"Winter"
1989-01-13,243,NA,NA,"Winter"
1989-01-14,193,NA,NA,"Winter"
1989-01-15,225,NA,NA,"Winter"
1989-01-16,222,-5.858500323,NA,"Winter"
1989-01-17,230,NA,-5.858500323,"Winter"
1989-01-18,223,NA,NA,"Winter"
1989-01-19,235,NA,NA,"Winter"
1989-01-20,234,NA,NA,"Winter"
1989-01-21,201,NA,NA,"Winter"
1989-01-22,213,-7.198763645,NA,"Winter"
1989-01-23,198,NA,-7.198763645,"Winter"
1989-01-24,217,NA,NA,"Winter"
1989-01-25,190,NA,NA,"Winter"
1989-01-26,223,NA,NA,"Winter"
1989-01-27,229,NA,NA,"Winter"
1989-01-28,211,-8.729511278,NA,"Winter"
1989-01-29,235,NA,-8.729511278,"Winter"
1989-01-30,254,NA,NA,"Winter"
1989-01-31,218,NA,NA,"Winter"
1989-02-01,210,NA,NA,"Winter"
1989-02-02,227,NA,NA,"Winter"
1989-02-03,247,-4.774930873,NA,"Winter"
1989-02-04,242,NA,-4.774930873,"Winter"
1989-02-05,216,NA,NA,"Winter"
1989-02-06,240,NA,NA,"Winter"
1989-02-07,241,NA,NA,"Winter"
1989-02-08,233,NA,NA,"Winter"
1989-02-09,236,-9.889954129,NA,"Winter"
1989-02-10,221,NA,-9.889954129,"Winter"
1989-02-11,222,NA,NA,"Winter"
1989-02-12,243,NA,NA,"Winter"
1989-02-13,224,NA,NA,"Winter"
1989-02-14,216,NA,NA,"Winter"
1989-02-15,237,4.9505880085,NA,"Winter"
1989-02-16,216,NA,4.9505880085,"Winter"
1989-02-17,207,NA,NA,"Winter"
1989-02-18,200,NA,NA,"Winter"
1989-02-19,184,NA,NA,"Winter"
1989-02-20,229,NA,NA,"Winter"
1989-02-21,221,-3.535147285,NA,"Winter"
1989-02-22,214,NA,-3.535147285,"Winter"
1989-02-23,196,NA,NA,"Winter"
1989-02-24,199,NA,NA,"Winter"
1989-02-25,234,NA,NA,"Winter"
1989-02-26,207,NA,NA,"Winter"
1989-02-27,222,3.5511904762,NA,"Winter"
1989-02-28,216,NA,3.5511904762,"Winter"
1989-03-01,194,NA,NA,"Winter"
1989-03-02,211,NA,NA,"Winter"
1989-03-03,249,NA,NA,"Winter"
1989-03-04,224,NA,NA,"Winter"
1989-03-05,212,-6.107035235,NA,"Winter"
1989-03-06,207,NA,-6.107035235,"Winter"
1989-03-07,205,NA,NA,"Winter"
1989-03-08,230,NA,NA,"Winter"
1989-03-09,201,NA,NA,"Winter"
1989-03-10,247,NA,NA,"Winter"
1989-03-11,210,3.4764598935,NA,"Winter"
1989-03-12,211,NA,3.4764598935,"Winter"
1989-03-13,241,NA,NA,"Winter"
1989-03-14,194,NA,NA,"Winter"
1989-03-15,217,NA,NA,"Winter"
1989-03-16,198,NA,NA,"Winter"
1989-03-17,223,8.9564366532,NA,"Winter"
1989-03-18,252,NA,8.9564366532,"Winter"
1989-03-19,196,NA,NA,"Winter"
1989-03-20,218,NA,NA,"Winter"
1989-03-21,213,NA,NA,"Winter"
1989-03-22,225,NA,NA,"Winter"
1989-03-23,214,-5.561822612,NA,"Winter"
1989-03-24,210,NA,-5.561822612,"Winter"
1989-03-25,229,NA,NA,"Winter"
1989-03-26,197,NA,NA,"Winter"
1989-03-27,211,NA,NA,"Winter"
1989-03-28,227,NA,NA,"Winter"
1989-03-29,226,1.7685111878,NA,"Winter"
1989-03-30,193,NA,1.7685111878,"Winter"
1989-03-31,204,NA,NA,"Winter"
1989-04-01,194,NA,NA,"Spring"
1989-04-02,186,NA,NA,"Spring"
1989-04-03,215,NA,NA,"Spring"
1989-04-04,209,11.184629056,NA,"Spring"
1989-04-05,198,NA,11.184629056,"Spring"
1989-04-06,205,NA,NA,"Spring"
1989-04-07,199,NA,NA,"Spring"
1989-04-08,206,NA,NA,"Spring"
1989-04-09,198,NA,NA,"Spring"
1989-04-10,212,-7.19068361,NA,"Spring"
1989-04-11,177,NA,-7.19068361,"Spring"
1989-04-12,206,NA,NA,"Spring"
1989-04-13,223,NA,NA,"Spring"
1989-04-14,221,NA,NA,"Spring"
1989-04-15,208,NA,NA,"Spring"
1989-04-16,204,-16.5563026,NA,"Spring"
1989-04-17,191,NA,-16.5563026,"Spring"
1989-04-18,212,NA,NA,"Spring"
1989-04-19,210,NA,NA,"Spring"
1989-04-20,177,NA,NA,"Spring"
1989-04-21,209,NA,NA,"Spring"
1989-04-22,177,-11.06163672,NA,"Spring"
1989-04-23,209,NA,-11.06163672,"Spring"
1989-04-24,191,NA,NA,"Spring"
1989-04-25,206,NA,NA,"Spring"
1989-04-26,166,NA,NA,"Spring"
1989-04-27,205,NA,NA,"Spring"
1989-04-28,226,-8.279451683,NA,"Spring"
1989-04-29,207,NA,-8.279451683,"Spring"
1989-04-30,189,NA,NA,"Spring"
1989-05-01,208,NA,NA,"Spring"
1989-05-02,197,NA,NA,"Spring"
1989-05-03,196,NA,NA,"Spring"
1989-05-04,201,-4.207970857,NA,"Spring"
1989-05-05,192,NA,-4.207970857,"Spring"
1989-05-06,209,NA,NA,"Spring"
1989-05-07,194,NA,NA,"Spring"
1989-05-08,182,NA,NA,"Spring"
1989-05-09,192,NA,NA,"Spring"
1989-05-10,179,-8.562869439,NA,"Spring"
1989-05-11,210,NA,-8.562869439,"Spring"
1989-05-12,188,NA,NA,"Spring"
1989-05-13,191,NA,NA,"Spring"
1989-05-14,203,NA,NA,"Spring"
1989-05-15,218,NA,NA,"Spring"
1989-05-16,219,-10.00816621,NA,"Spring"
1989-05-17,177,NA,-10.00816621,"Spring"
1989-05-18,177,NA,NA,"Spring"
1989-05-19,205,NA,NA,"Spring"
1989-05-20,190,NA,NA,"Spring"
1989-05-21,232,NA,NA,"Spring"
1989-05-22,208,10.115011271,NA,"Spring"
1989-05-23,186,NA,10.115011271,"Spring"
1989-05-24,196,NA,NA,"Spring"
1989-05-25,195,NA,NA,"Spring"
1989-05-26,205,NA,NA,"Spring"
1989-05-27,215,NA,NA,"Spring"
1989-05-28,170,-16.89517862,NA,"Spring"
1989-05-29,183,NA,-16.89517862,"Spring"
1989-05-30,191,NA,NA,"Spring"
1989-05-31,181,NA,NA,"Spring"
1989-06-01,193,NA,NA,"Spring"
1989-06-02,202,NA,NA,"Spring"
1989-06-03,197,1.043796951,NA,"Spring"
1989-06-04,206,NA,1.043796951,"Spring"
1989-06-05,177,NA,NA,"Spring"
1989-06-06,185,NA,NA,"Spring"
1989-06-07,192,NA,NA,"Spring"
1989-06-08,185,NA,NA,"Spring"
1989-06-09,191,-9.350873306,NA,"Spring"
1989-06-10,198,NA,-9.350873306,"Spring"
1989-06-11,175,NA,NA,"Spring"
1989-06-12,188,NA,NA,"Spring"
1989-06-13,211,NA,NA,"Spring"
1989-06-14,190,NA,NA,"Spring"
1989-06-15,184,-10.44750234,NA,"Spring"
1989-06-16,190,NA,-10.44750234,"Spring"
1989-06-17,170,NA,NA,"Spring"
1989-06-18,193,NA,NA,"Spring"
1989-06-19,201,NA,NA,"Spring"
1989-06-20,183,NA,NA,"Spring"
1989-06-21,189,11.011828708,NA,"Spring"
1989-06-22,186,NA,11.011828708,"Spring"
1989-06-23,184,NA,NA,"Spring"
1989-06-24,193,NA,NA,"Spring"
1989-06-25,167,NA,NA,"Spring"
1989-06-26,219,NA,NA,"Spring"
1989-06-27,212,33.138596177,NA,"Spring"
1989-06-28,192,NA,33.138596177,"Spring"
1989-06-29,163,NA,NA,"Spring"
1989-06-30,198,NA,NA,"Spring"
1989-07-01,203,NA,NA,"Summer"
1989-07-02,199,NA,NA,"Summer"
1989-07-03,203,25.392792452,NA,"Summer"
1989-07-04,218,NA,25.392792452,"Summer"
1989-07-05,173,NA,NA,"Summer"
1989-07-06,181,NA,NA,"Summer"
1989-07-07,181,NA,NA,"Summer"
1989-07-08,207,NA,NA,"Summer"
1989-07-09,212,-1.083101936,NA,"Summer"
1989-07-10,215,NA,-1.083101936,"Summer"
1989-07-11,228,NA,NA,"Summer"
1989-07-12,173,NA,NA,"Summer"
1989-07-13,170,NA,NA,"Summer"
1989-07-14,189,NA,NA,"Summer"
1989-07-15,181,-6.158449112,NA,"Summer"
1989-07-16,186,NA,-6.158449112,"Summer"
1989-07-17,196,NA,NA,"Summer"
1989-07-18,193,NA,NA,"Summer"
1989-07-19,183,NA,NA,"Summer"
1989-07-20,193,NA,NA,"Summer"
1989-07-21,199,5.9286841292,NA,"Summer"
1989-07-22,187,NA,5.9286841292,"Summer"
1989-07-23,178,NA,NA,"Summer"
1989-07-24,214,NA,NA,"Summer"
1989-07-25,192,NA,NA,"Summer"
1989-07-26,209,NA,NA,"Summer"
1989-07-27,185,35.314899289,NA,"Summer"
1989-07-28,184,NA,35.314899289,"Summer"
1989-07-29,151,NA,NA,"Summer"
1989-07-30,201,NA,NA,"Summer"
1989-07-31,194,NA,NA,"Summer"
1989-08-01,187,NA,NA,"Summer"
1989-08-02,200,7.2348683054,NA,"Summer"
1989-08-03,199,NA,7.2348683054,"Summer"
1989-08-04,220,NA,NA,"Summer"
1989-08-05,200,NA,NA,"Summer"
1989-08-06,186,NA,NA,"Summer"
1989-08-07,186,NA,NA,"Summer"
1989-08-08,197,-7.977210729,NA,"Summer"
1989-08-09,178,NA,-7.977210729,"Summer"
1989-08-10,175,NA,NA,"Summer"
1989-08-11,182,NA,NA,"Summer"
1989-08-12,203,NA,NA,"Summer"
1989-08-13,179,NA,NA,"Summer"
1989-08-14,213,6.9308930148,NA,"Summer"
1989-08-15,165,NA,6.9308930148,"Summer"
1989-08-16,218,NA,NA,"Summer"
1989-08-17,182,NA,NA,"Summer"
1989-08-18,197,NA,NA,"Summer"
1989-08-19,161,NA,NA,"Summer"
1989-08-20,200,9.8943588542,NA,"Summer"
1989-08-21,203,NA,9.8943588542,"Summer"
1989-08-22,175,NA,NA,"Summer"
1989-08-23,184,NA,NA,"Summer"
1989-08-24,151,NA,NA,"Summer"
1989-08-25,191,NA,NA,"Summer"
1989-08-26,177,-10.89072615,NA,"Summer"
1989-08-27,208,NA,-10.89072615,"Summer"
1989-08-28,217,NA,NA,"Summer"
1989-08-29,199,NA,NA,"Summer"
1989-08-30,183,NA,NA,"Summer"
1989-08-31,206,NA,NA,"Summer"
1989-09-01,196,1.383389918,NA,"Summer"
1989-09-02,181,NA,1.383389918,"Summer"
1989-09-03,172,NA,NA,"Summer"
1989-09-04,182,NA,NA,"Summer"
1989-09-05,195,NA,NA,"Summer"
1989-09-06,173,NA,NA,"Summer"
1989-09-07,207,3.8077773468,NA,"Summer"
1989-09-08,214,NA,3.8077773468,"Summer"
1989-09-09,205,NA,NA,"Summer"
1989-09-10,191,NA,NA,"Summer"
1989-09-11,225,NA,NA,"Summer"
1989-09-12,220,NA,NA,"Summer"
1989-09-13,181,-0.172656195,NA,"Summer"
1989-09-14,166,NA,-0.172656195,"Summer"
1989-09-15,180,NA,NA,"Summer"
1989-09-16,180,NA,NA,"Summer"
1989-09-17,186,NA,NA,"Summer"
1989-09-18,183,NA,NA,"Summer"
1989-09-19,168,-13.05783139,NA,"Summer"
1989-09-20,176,NA,-13.05783139,"Summer"
1989-09-21,204,NA,NA,"Summer"
1989-09-22,194,NA,NA,"Summer"
1989-09-23,181,NA,NA,"Summer"
1989-09-24,170,NA,NA,"Summer"
1989-09-25,200,-12.78656905,NA,"Summer"
1989-09-26,210,NA,-12.78656905,"Summer"
1989-09-27,205,NA,NA,"Summer"
1989-09-28,207,NA,NA,"Summer"
1989-09-29,205,NA,NA,"Summer"
1989-09-30,192,NA,NA,"Summer"
1989-10-01,187,-13.33088352,NA,"Fall"
1989-10-02,209,NA,-13.33088352,"Fall"
1989-10-03,198,NA,NA,"Fall"
1989-10-04,192,NA,NA,"Fall"
1989-10-05,198,NA,NA,"Fall"
1989-10-06,190,NA,NA,"Fall"
1989-10-07,197,-13.60405887,NA,"Fall"
1989-10-08,186,NA,-13.60405887,"Fall"
1989-10-09,215,NA,NA,"Fall"
1989-10-10,215,NA,NA,"Fall"
1989-10-11,201,NA,NA,"Fall"
1989-10-12,215,NA,NA,"Fall"
1989-10-13,199,27.282626196,NA,"Fall"
1989-10-14,183,NA,27.282626196,"Fall"
1989-10-15,214,NA,NA,"Fall"
1989-10-16,214,NA,NA,"Fall"
1989-10-17,209,NA,NA,"Fall"
1989-10-18,182,NA,NA,"Fall"
1989-10-19,182,-17.30675598,NA,"Fall"
1989-10-20,205,NA,-17.30675598,"Fall"
1989-10-21,207,NA,NA,"Fall"
1989-10-22,201,NA,NA,"Fall"
1989-10-23,202,NA,NA,"Fall"
1989-10-24,209,NA,NA,"Fall"
1989-10-25,201,30.356383594,NA,"Fall"
1989-10-26,230,NA,30.356383594,"Fall"
1989-10-27,175,NA,NA,"Fall"
1989-10-28,228,NA,NA,"Fall"
1989-10-29,218,NA,NA,"Fall"
1989-10-30,227,NA,NA,"Fall"
1989-10-31,207,2.2905275699,NA,"Fall"
1989-11-01,170,NA,2.2905275699,"Fall"
1989-11-02,175,NA,NA,"Fall"
1989-11-03,187,NA,NA,"Fall"
1989-11-04,192,NA,NA,"Fall"
1989-11-05,222,NA,NA,"Fall"
1989-11-06,209,8.1571243208,NA,"Fall"
1989-11-07,219,NA,8.1571243208,"Fall"
1989-11-08,210,NA,NA,"Fall"
1989-11-09,223,NA,NA,"Fall"
1989-11-10,184,NA,NA,"Fall"
1989-11-11,208,NA,NA,"Fall"
1989-11-12,200,-16.95811725,NA,"Fall"
1989-11-13,218,NA,-16.95811725,"Fall"
1989-11-14,219,NA,NA,"Fall"
1989-11-15,238,NA,NA,"Fall"
1989-11-16,211,NA,NA,"Fall"
1989-11-17,177,NA,NA,"Fall"
1989-11-18,214,-9.244094513,NA,"Fall"
1989-11-19,230,NA,-9.244094513,"Fall"
1989-11-20,208,NA,NA,"Fall"
1989-11-21,247,NA,NA,"Fall"
1989-11-22,196,NA,NA,"Fall"
1989-11-23,203,NA,NA,"Fall"
1989-11-24,209,-5.571264198,NA,"Fall"
1989-11-25,233,NA,-5.571264198,"Fall"
1989-11-26,247,NA,NA,"Fall"
1989-11-27,230,NA,NA,"Fall"
1989-11-28,214,NA,NA,"Fall"
1989-11-29,215,NA,NA,"Fall"
1989-11-30,198,-8.607131376,NA,"Fall"
1989-12-01,233,NA,-8.607131376,"Fall"
1989-12-02,208,NA,NA,"Fall"
1989-12-03,234,NA,NA,"Fall"
1989-12-04,197,NA,NA,"Fall"
1989-12-05,200,NA,NA,"Fall"
1989-12-06,228,21.781113202,NA,"Fall"
1989-12-07,223,NA,21.781113202,"Fall"
1989-12-08,224,NA,NA,"Fall"
1989-12-09,219,NA,NA,"Fall"
1989-12-10,223,NA,NA,"Fall"
1989-12-11,234,NA,NA,"Fall"
1989-12-12,235,9.4164249487,NA,"Fall"
1989-12-13,220,NA,9.4164249487,"Fall"
1989-12-14,207,NA,NA,"Fall"
1989-12-15,230,NA,NA,"Fall"
1989-12-16,265,NA,NA,"Fall"
1989-12-17,221,NA,NA,"Fall"
1989-12-18,258,2.3267482366,NA,"Fall"
1989-12-19,218,NA,2.3267482366,"Fall"
1989-12-20,211,NA,NA,"Fall"
1989-12-21,230,NA,NA,"Fall"
1989-12-22,231,NA,NA,"Fall"
1989-12-23,225,NA,NA,"Fall"
1989-12-24,238,-9.141449778,NA,"Fall"
1989-12-25,239,NA,-9.141449778,"Fall"
1989-12-26,240,NA,NA,"Fall"
1989-12-27,248,NA,NA,"Fall"
1989-12-28,243,NA,NA,"Fall"
1989-12-29,227,NA,NA,"Fall"
1989-12-30,265,0.2979855707,NA,"Fall"
1989-12-31,262,NA,0.2979855707,"Fall"
1990-01-01,249,NA,NA,"Winter"
1990-01-02,252,NA,NA,"Winter"
1990-01-03,236,NA,NA,"Winter"
1990-01-04,240,NA,NA,"Winter"
1990-01-05,237,-2.877444806,NA,"Winter"
1990-01-06,247,NA,-2.877444806,"Winter"
1990-01-07,267,NA,NA,"Winter"
1990-01-08,227,NA,NA,"Winter"
1990-01-09,252,NA,NA,"Winter"
1990-01-10,227,NA,NA,"Winter"
1990-01-11,218,-3.285269301,NA,"Winter"
1990-01-12,226,NA,-3.285269301,"Winter"
1990-01-13,224,NA,NA,"Winter"
1990-01-14,230,NA,NA,"Winter"
1990-01-15,269,NA,NA,"Winter"
1990-01-16,261,NA,NA,"Winter"
1990-01-17,248,45.834209437,NA,"Winter"
1990-01-18,223,NA,45.834209437,"Winter"
1990-01-19,235,NA,NA,"Winter"
1990-01-20,237,NA,NA,"Winter"
1990-01-21,248,NA,NA,"Winter"
1990-01-22,234,NA,NA,"Winter"
1990-01-23,258,-4.999913778,NA,"Winter"
1990-01-24,253,NA,-4.999913778,"Winter"
1990-01-25,258,NA,NA,"Winter"
1990-01-26,240,NA,NA,"Winter"
1990-01-27,263,NA,NA,"Winter"
1990-01-28,241,NA,NA,"Winter"
1990-01-29,234,-13.06665213,NA,"Winter"
1990-01-30,213,NA,-13.06665213,"Winter"
1990-01-31,221,NA,NA,"Winter"
1990-02-01,216,NA,NA,"Winter"
1990-02-02,221,NA,NA,"Winter"
1990-02-03,214,NA,NA,"Winter"
1990-02-04,213,-15.83619787,NA,"Winter"
1990-02-05,215,NA,-15.83619787,"Winter"
1990-02-06,230,NA,NA,"Winter"
1990-02-07,251,NA,NA,"Winter"
1990-02-08,195,NA,NA,"Winter"
1990-02-09,237,NA,NA,"Winter"
1990-02-10,228,-10.57226784,NA,"Winter"
1990-02-11,221,NA,-10.57226784,"Winter"
1990-02-12,231,NA,NA,"Winter"
1990-02-13,209,NA,NA,"Winter"
1990-02-14,219,NA,NA,"Winter"
1990-02-15,233,NA,NA,"Winter"
1990-02-16,206,17.570022464,NA,"Winter"
1990-02-17,202,NA,17.570022464,"Winter"
1990-02-18,206,NA,NA,"Winter"
1990-02-19,236,NA,NA,"Winter"
1990-02-20,199,NA,NA,"Winter"
1990-02-21,198,NA,NA,"Winter"
1990-02-22,201,-3.550904985,NA,"Winter"
1990-02-23,223,NA,-3.550904985,"Winter"
1990-02-24,202,NA,NA,"Winter"
1990-02-25,203,NA,NA,"Winter"
1990-02-26,212,NA,NA,"Winter"
1990-02-27,233,NA,NA,"Winter"
1990-02-28,253,-7.525556884,NA,"Winter"
1990-03-01,202,NA,-7.525556884,"Winter"
1990-03-02,199,NA,NA,"Winter"
1990-03-03,232,NA,NA,"Winter"
1990-03-04,225,NA,NA,"Winter"
1990-03-05,198,NA,NA,"Winter"
1990-03-06,210,-6.32739694,NA,"Winter"
1990-03-07,196,NA,-6.32739694,"Winter"
1990-03-08,232,NA,NA,"Winter"
1990-03-09,223,NA,NA,"Winter"
1990-03-10,229,NA,NA,"Winter"
1990-03-11,218,NA,NA,"Winter"
1990-03-12,222,24.105925216,NA,"Winter"
1990-03-13,194,NA,24.105925216,"Winter"
1990-03-14,219,NA,NA,"Winter"
1990-03-15,216,NA,NA,"Winter"
1990-03-16,206,NA,NA,"Winter"
1990-03-17,215,NA,NA,"Winter"
1990-03-18,191,-13.97595677,NA,"Winter"
1990-03-19,189,NA,-13.97595677,"Winter"
1990-03-20,208,NA,NA,"Winter"
1990-03-21,207,NA,NA,"Winter"
1990-03-22,197,NA,NA,"Winter"
1990-03-23,197,NA,NA,"Winter"
1990-03-24,198,-13.13572638,NA,"Winter"
1990-03-25,204,NA,-13.13572638,"Winter"
1990-03-26,193,NA,NA,"Winter"
1990-03-27,223,NA,NA,"Winter"
1990-03-28,198,NA,NA,"Winter"
1990-03-29,201,NA,NA,"Winter"
1990-03-30,212,-15.23350722,NA,"Winter"
1990-03-31,198,NA,-15.23350722,"Winter"
1990-04-01,195,NA,NA,"Spring"
1990-04-02,198,NA,NA,"Spring"
1990-04-03,212,NA,NA,"Spring"
1990-04-04,188,NA,NA,"Spring"
1990-04-05,183,-7.115491579,NA,"Spring"
1990-04-06,183,NA,-7.115491579,"Spring"
1990-04-07,188,NA,NA,"Spring"
1990-04-08,207,NA,NA,"Spring"
1990-04-09,191,NA,NA,"Spring"
1990-04-10,213,NA,NA,"Spring"
1990-04-11,195,-14.93682044,NA,"Spring"
1990-04-12,221,NA,-14.93682044,"Spring"
1990-04-13,209,NA,NA,"Spring"
1990-04-14,191,NA,NA,"Spring"
1990-04-15,207,NA,NA,"Spring"
1990-04-16,235,NA,NA,"Spring"
1990-04-17,201,-3.665638394,NA,"Spring"
1990-04-18,189,NA,-3.665638394,"Spring"
1990-04-19,192,NA,NA,"Spring"
1990-04-20,228,NA,NA,"Spring"
1990-04-21,187,NA,NA,"Spring"
1990-04-22,185,NA,NA,"Spring"
1990-04-23,242,0.6463257185,NA,"Spring"
1990-04-24,214,NA,0.6463257185,"Spring"
1990-04-25,219,NA,NA,"Spring"
1990-04-26,190,NA,NA,"Spring"
1990-04-27,197,NA,NA,"Spring"
1990-04-28,224,NA,NA,"Spring"
1990-04-29,181,-2.416891367,NA,"Spring"
1990-04-30,182,NA,-2.416891367,"Spring"
1990-05-01,180,NA,NA,"Spring"
1990-05-02,196,NA,NA,"Spring"
1990-05-03,182,NA,NA,"Spring"
1990-05-04,164,NA,NA,"Spring"
1990-05-05,196,-7.276390382,NA,"Spring"
1990-05-06,178,NA,-7.276390382,"Spring"
1990-05-07,196,NA,NA,"Spring"
1990-05-08,194,NA,NA,"Spring"
1990-05-09,168,NA,NA,"Spring"
1990-05-10,197,NA,NA,"Spring"
1990-05-11,158,-11.18685177,NA,"Spring"
1990-05-12,167,NA,-11.18685177,"Spring"
1990-05-13,196,NA,NA,"Spring"
1990-05-14,211,NA,NA,"Spring"
1990-05-15,204,NA,NA,"Spring"
1990-05-16,208,NA,NA,"Spring"
1990-05-17,197,6.6857134667,NA,"Spring"
1990-05-18,184,NA,6.6857134667,"Spring"
1990-05-19,186,NA,NA,"Spring"
1990-05-20,189,NA,NA,"Spring"
1990-05-21,185,NA,NA,"Spring"
1990-05-22,208,NA,NA,"Spring"
1990-05-23,165,-9.737879469,NA,"Spring"
1990-05-24,184,NA,-9.737879469,"Spring"
1990-05-25,166,NA,NA,"Spring"
1990-05-26,188,NA,NA,"Spring"
1990-05-27,219,NA,NA,"Spring"
1990-05-28,173,NA,NA,"Spring"
1990-05-29,184,-11.64535222,NA,"Spring"
1990-05-30,195,NA,-11.64535222,"Spring"
1990-05-31,177,NA,NA,"Spring"
1990-06-01,221,NA,NA,"Spring"
1990-06-02,224,NA,NA,"Spring"
1990-06-03,207,NA,NA,"Spring"
1990-06-04,190,-4.815787672,NA,"Spring"
1990-06-05,200,NA,-4.815787672,"Spring"
1990-06-06,219,NA,NA,"Spring"
1990-06-07,188,NA,NA,"Spring"
